Id,Character,MeanLong,JlptLevel,Meaning,StrokeCount,Freq,AllRebs
42150,錮,"Hàn,dùng các thứ đồng thứ sắt hàn bịt các lỗ các khiếu đều gọi là cố.##Cấm cố [禁錮] giam cấm,các triều thần có tội phải cấm chỉ sự tự do hành động,vĩnh viễn không được dùng nữa gọi là cấm cố,vì bè đảng mà bị tội gọi là đảng cố [黨錮].##Bền chắc.,CỐ",N1,,16,10458,コ | ふさぐ
42151,錙,"Đơn vị trọng lượng nhỏ,bằng 1 phần 4 lạng ta.,TRUY",N1,,16,10459,シ
42152,錢,"Cái thuổng.##Một âm là tiền. Đồng tiền,dùng các loài kim đúc ra từng đồng để tiêu gọi là tiền. Như duyên tiền [鉛錢] tiền kẽm,ngân tiền [銀錢] tiền bạc,v.v.##Đồng cân,mười đồng cân là một lạng.,TIỄN, TIỀN",N1,,16,10460,セン | すき ぜに
42153,錚,"Tiếng loài kim kêu (soeng soẻng). Nguyễn Trãi [阮廌] : Tây phong hám thụ hưởng đề tranh  [西風撼樹響提錚] (Thu dạ khách cảm [秋夜客感]) Gió tây lay cây âm vang như tiếng vàng tiếng sắt.,TRANH",N1,,16,10461,ソウ
42154,錣,"armor neckplates,",N1,,16,10462,テイ テツ | しころ
42155,錺,"metal jewelry,(kokuji),",N1,,15,10463,かざり
42156,錵,"holmium,pattern on sword blade,",N1,,15,10464,カ | にえ
42157,錻,"tin plate,(kokuji),",N1,,16,10465,ブ
42158,鍜,"armour neck plates,",N1,,17,10466,カ
42159,鍠,"sound of bells and drums,",N1,,17,10467,コウ
42160,鍼,"Cái kim khâu,cái kim để tiêm người ốm. Như chữ châm [箴] hay [針].,CHÂM",N1,,17,2338,シン | さす はり
42161,鍮,"Một loại hợp kim,giống như đồng màu vàng nhạt. Thời xưa gọi là thâu thạch [鍮石],nay thông dụng là hoàng đồng [黃銅]. Ta gọi là thau.,THÂU",N1,,17,10468,チュウ トウ
42162,鍖,"unsatisfactory,",N1,,17,10469,チン
42163,鎰,"Một phép cân đời xưa,tức hai mươi lạng bây giờ. Nguyễn Du [阮攸] : Hoàng kim bách dật bích bách song [黄金百鎰璧百雙] (Tô Tần đình [蘇秦亭]) Hoàng kim trăm dật,ngọc bích trăm đôi.,DẬT",N1,,18,10470,イツ | かぎ
42164,鎬,"Kinh đô nhà Chu [周] ngày xưa. Ta quen đọc là chữ cảo.,HẠO, CẢO",N1,,18,10471,コウ | しのぎ なべ
42165,鎭,"Đè. Cái đè giấy gọi là cái trấn chỉ [鎭紙].##Yên. Như trấn phủ [鎭撫] vỗ yên.##Hết. Như trấn nhật [鎭日] hết ngày. Nguyễn Trãi [阮廌] : Cô chu trấn nhật các sa miên [孤舟鎭日擱沙眠] (Trại đầu xuân độ [寨頭春渡]) Thuyền đơn chiếc gác lên cát ngủ suốt ngày.##Trấn. Một chỗ chợ chiền đông đúc gọi là trấn. Một khu đất đủ năm vạn người trở lên gọi là trấn.##Nhà Thanh [清] gọi quan Tổng binh là trấn. Một cánh quân có đủ kị quân bộ,lính thợ,lính tải đồ,cộng một vạn năm trăm sáu mươi hai người gọi là một trấn,hợp hai trấn gọi là một quân,bây giờ gọi là sư (21124 người).##Núi lớn.,TRẤN",N1,,18,10472,チン | おさえ しずまる しずめる
42166,鎔,"Nấu chảy. Lấy lửa nung cho loài kim chảy ra gọi là dong.##Cái khuôn đúc đồ. Cũng đọc là dung.,DONG, DUNG",N1,,18,10473,ヨウ | いがた とかす とける
42167,鎹,"clamp,(kokuji),",N1,,18,10474,かすがい
42168,鏖,"Đánh khoẻ giết dữ. Như Xích Bích ao binh [赤壁鏖兵] trận đánh quyết liệt ở Xích Bích.##Rầm rĩ.,AO",N1,,19,10475,オウ | みなごろし
42169,鏗,"Khanh thương [鏗鏘] tiếng kim thạch (leng keng).##Tiếng đàn cầm đàn sắt.##Khua,đánh.,KHANH",N1,,20,10476,コウ | つく
42170,鏨,"Khắc đá,khắc trổ các loài kim cũng gọi là tạm. Như tạm hoa [鏨花] tạc hoa.,TẠM",N1,,19,10477,サン ザン | たがね
42171,鏥,"rust,corrosion,",N1,,19,10478,シュウ | さび
42172,鏘,"Tiếng ngọc.##Thương thương [鏘鏘] tiếng chuông boong boong.,THƯƠNG",N1,,19,10479,ショウ ソウ
42173,鏃,"Cái mũi nhọn bịt đầu mũi tên.,THỐC",N1,,19,10480,ソク ゾク | やじり
42174,鏝,"Cái bay trát (của thợ hồ).,MAN",N1,,19,10481,マン | こて
42175,鏐,"Thứ vàng tốt.,LƯU",N1,,19,10482,リュウ
42176,鏈,"Cái xích.##Chì chưa nấu.,LIÊN",N1,,19,10483,レン | くさり
42177,鏤,"Thép.##Chạm,khắc. Như lũ khắc [鏤刻] chạm trổ.##Cái lũ. Như cái chõ.,LŨ",N1,,19,10484,ル ロウ | ちりばめる
42178,鐚,"coin of smallest value,",N1,,20,10485,ア ワ | しころ びた
42179,鐔,"sword guard,hilt,",N1,,20,10486,シン タン | つば
42180,鐓,"Dưới đầu cán giáo cán mác bịt đầu cho phẳng nhẵn gọi là đối.##Một âm là đôn. Thiến.,ĐỐI, ĐÔN",N1,,20,10487,タイ | いしづき
42181,鐃,"Cái nao bạt to. Xem chữ bạt [鈸]. Ta quen đọc là chữ nạo.##Cùng nghĩa với chữ nạo [撓].,NAO, NẠO",N1,,20,10488,ドウ ニョウ | どら
42182,鐇,"hatchet,vanadium,",N1,,20,10489,ハン
42183,鐐,"Cái khóa sắt. Một thứ đồ hình dùng để khóa trói người tù.,LIÊU",N1,,20,10490,リョウ | あしかせ
42184,鐶,"Cái vòng. Phàm cái gì tròn mà trong có lỗ có thể xâu mà cầm mà treo được đều gọi là hoàn. Như kim hoàn [金鐶] vòng vàng.,HOÀN",N1,,21,10491,カン | たまき わ
42185,鐫,"Khắc. Khắc bản in gọi là tuyên bản [鐫板].##Trích xuống,giáng xuống. Giáng chức quan xuống gọi là tuyên cấp [鐫級]. $ Ghi chú : tuyên [鐫] khác hẳn với chữ huề [鑴] (một thứ đỉnh,vạc).,TUYÊN",N1,,20,10492,セン | える きる のみ ほる
42186,鐵,"Sắt,một loài kim dùng nhiều nhất.##Cứng cỏi,không chịu khuất ai. Như thiết hán [鐵漢] anh chàng cứng như sắt,thiết diện [鐵面] mặt sắt,v.v. Nguyễn Trãi [阮廌] : Phong ba bất động thiết tâm can [風波不動鐵心肝] (Vân Đồn [雲屯]) Sóng gió không lay chuyển nổi tấm lòng gang thép.##Không thể mài mất đi được. Như thiết án nan phiên [鐵案難翻] án đã thành đủ chứng cớ như sắt rồi không thể nào gỡ ra lật lại được nữa.##Đen.,THIẾT",N1,,21,10493,テツ | くろがね
42187,鐡,"iron,",N1,,20,10494,テツ | くろがね
42188,鐺,"Lang đang [瑯鐺] cái khóa.##Một âm là sanh. Cái chõ có chân.,ĐANG, SANH",N1,,21,10495,ソウ ト トウ | くさり こじり こて なべ
42189,鑁,"name,",N1,,22,10496,バン
42190,鑒,"Cũng như chữ giám [鑑].,GIÁM",N1,,23,10497,カン | かがみ かんがみる
42191,鑄,"Đúc,đúc loài kim ra các đồ dùng. Như chú đồng [鑄銅] đúc đồng. Nguyễn Trãi [阮廌] : Chung Kỳ bất tác chú kim nan [鍾期不作鑄金難] (Đề Bá Nha cổ cầm đồ [題伯牙鼓琴圖]) Không làm được Chung Kỳ vì đúc tượng vàng Chung Kỳ khó.,CHÚ",N1,,22,10498,シュ シュウ チュウ | いる
42192,鑛,"Mỏ,các loài kim chưa thuộc gọi là khoáng. Tục hay dùng chữ khoáng [礦].,KHOÁNG",N1,,23,10499,コウ | あらがね
42193,鑠,"Nung.##Đẹp.##Quắc thước [矍鑠],xem chữ quắc [矍].,THƯỚC",N1,,23,10500,シャク | とかす とろかす
42194,鑢,"Cái giũa.##Mài giũa.##Tu tỉnh.,LỰ",N1,,23,10501,リョ ロ | やすり
42195,鑞,"Bạch lạp [白鑞] một thứ pha chì lẫn với thiếc để hàn đồ.,LẠP",N1,,23,10502,ロウ
42196,鑪,"Cái hỏa lò,bếp lò. Có khi viết là lô [爐].,LÔ",N1,,24,10503,ロ | いろり
42197,鈩,"hearth,fireplace,furnace,",N1,,12,10504,ロ | いろり
42198,鑰,"Cái chìa khóa.##Cái khóa.##Khóa.##Vào.,THƯỢC",N1,,25,10505,ヤク | かぎ
42199,鑵,"Cái gáo múc nước. Cũng như chữ quán [罐].,QUÁN",N1,,25,10506,カン | かま
42200,鑷,"Nhiếp tử [鑷子] cái nhíp.##Cái cặp tóc.,NHIẾP",N1,,26,10507,ジョウ セツ ニョウ | けぬき
42201,鑽,"Cái khoan,cái dùi.##Một âm là toàn. Đâm,dùi,đục. Luận ngữ [論語] : Ngưỡng chi di cao,toàn chi di kiên,chiêm chi tại tiên,hốt yên tại hậu [仰之彌高,鑽之彌堅,瞻之在前,忽焉在後] (Tử Hãn [子罕]) Đạo (của Khổng Tử) càng ngửng lên trông càng thấy cao,càng đục càng thấy cứng,mới thấy ở trước mặt,bỗng hiện ở sau lưng.##Xuyên qua,đi lách qua cũng gọi là toàn.##Toàn thạch [鑽石] một thứ đá rất quý,rất rắn dùng để chạm khắc ngọc và thủy tinh,nên cũng gọi là kim cương toàn [金剛鑽].##Xét cùng nghĩa lý,thâm nhập.,TOẢN, TOÀN",N1,,27,10508,サン | きる
42202,鑚,"make fire by rubbing sticks,",N1,,23,10509,サン | きる
42203,鑼,"Cái thanh la. Nguyễn Du [阮攸] : Triệt dạ la thanh bất tạm đình [徹夜鑼聲不暫停] (Mạc Phủ tức sự [幕府即事]) Suốt đêm tiếng thanh la không tạm ngớt.,LA",N1,,27,10510,ラ | どら
42204,鑾,"Loan linh [鑾鈴] trước xe vua đi có trổ một con chim loan ngậm cái chuông,vì thế nên xa giá của vua gọi là loan. Như tùy loan [隨鑾] theo xe vua.,LOAN",N1,,27,10511,ラン | すず
42205,钁,"Cái cuốc lớn.,QUẮC",N1,,28,10512,カク キャク
42206,鑿,"Cái đục. Tục gọi là tạc tử [鑿子].##Đào. Như tạc tỉnh nhi ẩm [鑿井而飲] (Kích nhưỡng ca [擊壤歌]) đào giếng mà uống.##Cái lỗ đầu cột. Như nhuế tạc [枘鑿] lỗ tròn,xà vuông,không tra vào được. Vì thế nên hai bên ý kiến khác nhau,không thể dung hợp được cũng gọi là nhuế tạc.##Xuyên tạc. Lẽ không thể thông được mà cứ cố nói cho thông gọi là xuyên tạc [穿鑿].##Rành rọt. Như ngôn chí tạc tạc [言之鑿鑿] nói ra rành rọt.##Giã gạo cho thật trắng.,TẠC",N1,,28,10513,サク | うがつ のみ
42207,閂,"Cái dõi cửa,cái then cửa.,SOAN",N1,,9,10514,サン セン | かんぬき
42208,閇,"shut,close,obstruct,block up,",N1,,11,10515,ヘイ | しまる しめる たてる とざす とじる
42209,閊,"to be obstructed,to be blocked,(kokuji),",N1,,11,10516,つかえる
42210,閔,"Lo lắng,các sự ốm đau chết chóc đều gọi là mẫn.##Thương nhớ,cùng nghĩa với chữ mẫn [憫].##Gắng gỏi.##Họ Mẫn. Như Mẫn Tử Khiên [閔子騫] (536-487 trước T.L.).,MẪN",N1,,12,10517,ビン ミン | あわれむ うれえる
42211,閖,"shake while rinsing,pan for gold,(kokuji),",N1,,12,10518,ゆる ゆれる ゆり
42212,閘,"Trong sông làm cánh cửa ngăn nước,lúc nào thuyền bè đi qua thì lại mở ra,chỉ vừa một chiếc thuyền đi cứ nối đuôi nhau mà qua gọi là áp. Tục đọc là sạp.##Cống,đập. Như thủy áp [水閘] đập nước.,ÁP, SẠP",N1,,13,10519,コウ | ひのくち
42213,閙,"Tục dùng như chữ náo [鬧].,NÁO",N1,,13,10520,トウ ドウ | さわがしい
42214,閠,"intercalation,illegitimate throne,",N1,,13,10521,ギョク ケイ ジュン | うるう
42215,閨,"Cái cửa tò vò,cái cửa đứng một mình trên tròn dưới vuông. Tả truyện [左傳] có câu Tất môn khuê đậu [蓽門閨竇] Cửa phên ngõ hỏm,ý nói người nghèo hèn.##Cái cửa nách trong cung. Ngày xưa gọi là kim khuê [金閨] trong cửa ấy là chỗ các thị thần ở.##Chỗ con gái ở gọi là khuê. Vì thế nên gọi con gái là khuê các [閨閣].,KHUÊ",N1,,14,10522,ケ ケイ | ねや
42216,閧,"Tục dùng như chữ hống [鬨].,HỐNG",N1,,14,10523,コウ | とき
42217,閭,"Cổng làng. Như ỷ lư [倚閭] dựa cổng,chỉ cha mẹ mong con.##Làng mạc. Lễ nhà Chu [周] đặt cứ năm nhà gọi một tỷ [比],năm tỷ gọi là một lư [閭],vì thế nên gọi làng mạc là lư lí [閭里]. Nguyễn Du [阮攸] : Cổ miếu tùng sam cách cố lư [古廟松杉隔故閭] (Đề Đại Than Mã Phục Ba miếu [題大灘馬伏波廟]) Cây tùng,cây sam ở ngôi miếu cổ xa cách quê nhà.##Họp.##Tên một trận pháp.##Ở.##Con lư,như con lừa mà có một sừng.,LƯ",N1,,15,10524,リョ ロ | さと
42218,閼,"Chẹn,lấp.##Một âm là yên. Yên chi [閼氏] tên hiệu vợ chính vua rợ Hung Nô [匈奴],thời Hán [漢].,ÁT, YÊN",N1,,16,10525,ア アツ エン ヨ | とどめる ふさぐ
42219,閻,"Cửa ngõ,cổng làng.##Họ Diêm.##Diêm Vương [閻王] trong huyền thoại Phật giáo,Diêm vương là chúa tể của địa ngục [地獄].,DIÊM",N1,,16,10526,エン
42220,閹,"Hoạn,giống đực,con trai thiến mất dái đi gọi là yêm. Như yêm kê [閹雞] gà thiến.##Khí dương thịnh.,YÊM",N1,,16,10527,アン エン | おおう
42221,閾,"Cái bờ cửa,ngưỡng cửa.##Ngăn cách.##Có chỗ đọc là vực.,QUẮC, VỰC",N1,,16,10528,イキ キョク シキ ヨク | くぎり しきい
42222,闊,"Rộng rãi.##Xa vắng. Như khoát biệt [闊別] cách biệt đã lâu.##Sơ suất. Như sơ khoát [疏闊] sơ suất không cẩn thận.##Cần khổ,làm ăn lao khổ.,KHOÁT",N1,,17,2406,カツ | ひろい
42223,闃,"Vắng teo,không có người nào. Khuých nhiên vô thanh [闃然無聲] vắng vẻ tĩnh mịch.,KHUÝCH",N1,,17,10529,ケキ ゲキ | しずか ひっそり
42224,闍,"Nhân đồ [闉闍] cổng thành.##Một âm là xà. Xà-lê [闍黎] tiếng Phạn,thầy tăng,ông thầy coi học trò,xà-duy [闍維] tiếng Phạn nghĩa là đốt xác,hỏa táng.,ĐỒ, XÀ",N1,,17,10530,ジャ ト
42225,闌,"Tới hết,hầu hết. Như tuế lan [歲闌] năm sắp hết,cuối năm,dạ lan [夜闌] đêm khuya,tửu lan [酒闌] cuộc rượu gần tàn,hết hứng thú gọi là ý hứng lan san [意興闌姍]. Nguyễn Trãi [阮廌] : Hồ hải niên lai hứng vị lan [湖海年來興未闌] (Hải khẩu dạ bạc hữu cảm [海口夜泊有感]) Mấy năm nay cái hứng hồ hải vẫn chưa hết.##Lẻn ra. Cửa ô có lệnh cấm,ai có phép riêng mới được phép ra,nếu không có phép mà lẻn ra được gọi là lan xuất [闌出].##Cùng nghĩa với chữ lan [欄] hay chữ lan [攔].##Lan can [闌干] ngang dọc,bừa bãi.##Các nơi sân nhà,kèn gỗ ngang dọc làm hàng rào gọi là lan can [闌干].##Vành con mắt cũng gọi là lan can [闌干].,LAN",N1,,17,10531,ラン | たける たけなわ てすり
42226,闕,"Cái cổng hai từng. Làm hai cái đai ngoài cửa,trên làm cái lầu,ở giữa bỏ trống để làm lối đi gọi là khuyết,cho nên gọi cửa to là khuyết. Cũng có khi gọi là tượng ngụy 象魏.##Ngày xưa hay làm sở ban bố pháp lệnh ở ngoài cửa cung,cho nên gọi cửa cung là khuyết. Như phục khuyết thướng thư [伏闕上書] sụp ở ngoài cửa cung mà dâng thư.##Lầm lỗi. Nhà Đường [唐] có đặt ra hai chức quan tả thập di [左拾遺] và hữu bổ khuyết [右補闕] chuyên về việc khuyên can các điều lầm lỗi của vua.##Còn thiếu,còn trống. Cùng nghĩa với chữ khuyết [缺]. Phàm cái gì chưa được hoàn toàn còn phải bù thêm mới đủ thì đều gọi là khuyết. Như khuyết văn [闕文] văn còn thiếu mất,còn sót chưa đủ.,KHUYẾT",N1,,18,10532,ケツ | かける
42227,闔,"Lấp,đóng. Như hạp hộ [闔戶] đóng cửa.##Đồng nghĩa với chữ hạp [合],dùng làm lời tóm tắt như hạp đệ quang lâm [闔第光臨] tất cả nhà đều có lòng yêu mà tới.,HẠP",N1,,18,10533,コウ | とびら
42228,闖,"Ló đầu ra.##Tục gọi sự xông vào là sấm. Như sấm tịch [闖席] xông vào mâm ngồi ăn,vào dự tiệc nửa chừng.##Thình lình xảy ra. Như sấm họa [闖禍] vô cố mà sinh họa.,SẤM",N1,,18,10534,チン | うかがう
42229,關,"Đóng. Như môn tuy thiết nhi thường quan [門雖設而常關] (Đào Uyên Minh [陶淵明]) tuy có làm cửa đấy nhưng vẫn đóng luôn.##Cái dõi cửa,dùng một cái trục gỗ cài ngang cửa lại gọi là quan. Cho nên then chốt trên cửa gọi là quan kiện [關鍵]. Nói rộng ra thì các máy móc trong các đồ đều gọi là cơ quan [機關]. Phàm các cái cốt yếu của sự vật gì hay chỗ tổng cục phân phát đi đều gọi là quan kiện hay là cơ quan. Như ta nói cơ quan truyền bá,cơ quan phát hành,v.v.##Cửa ải. Như biên quan [邊關] cửa ải ngoài biên,chỗ nước này giáp với nước khác.##Cửa ô. Đặt ở các nơi ách yếu để tra xét hành khách và hàng hóa gọi là quan. Ngày xưa đặt cửa ô chỉ để tra xét hành khách,đời sau mới đánh thuế. Như sách Mạnh Tử [孟子] nói quan cơ nhi bất chinh [關譏而不征] cửa ô chỉ để tra xét hành khách mà không đánh thuế.##Giới hạn. Như thánh vực hiền quan [聖域賢關] cõi thánh bực hiền. Nay gọi cuối năm là niên quan tại nhĩ [年關在邇] cũng bởi nghĩa đó (cái hạn năm nó đã gần hết cũ sang mới).##Quan hệ. Hai bên cùng có liên thuộc với nhau gọi là quan. Nay gọi sự để lòng thắc mắc nhớ luôn là quan tâm [關心] hay quan hoài [關懷] cũng bởi nghĩa đó. Nguyễn Du [阮攸] : Quan tâm nhất dạ khổ vô thụy [關心一夜苦無睡] (Thăng Long [昇龍]) Nghĩ ngợi thâu đêm khổ tâm không ngủ được.##Cách bức. Như quan thuyết [關說] lời nói cách bức,do một người khác nhắc lại,chứ không phải lời nói trước mặt.##Các văn bằng để đi lãnh lương gọi là quan hưởng [關餉]. Hai bên cùng đính ước với nhau gọi là quan thư [關書].##Quan quan [關關] tiếng con chim thư cứu kêu.##Mạch quan [脈關]. Nhà làm thuốc chia ba bộ mạch,cứ nơi cổ tay,lấy cái xương chồi đằng sau làm cữ,giữa gọi là mạch quan.##Tên đất.##Một âm là loan. Dương. Như Việt nhân loan cung nhi xạ chi [越人關弓而射之] người Việt dương cung mà bắn đấy.,QUAN, LOAN",N1,,19,10535,カン | かかわる からくり かんぬき せき
